epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,95.3967,1.4067,1.27551,1.11912,0.02333,1,0.06633,0.03549,1.38138,2.89349,1.08787,0.000633282,0.000633282,0.000633282
21,99.2304,1.27666,1.31623,1.08758,0.02333,1,0.06633,0.03549,1.38138,2.89349,1.08787,0.00065764,0.00065764,0.00065764
22,103.09,1.3567,1.1143,1.07125,0.02333,1,0.06137,0.03086,1.35996,2.9284,1.08629,0.000681206,0.000681206,0.000681206
23,107.074,1.44652,0.96035,1.07426,0.02333,1,0.05337,0.02479,1.39328,2.98939,1.12484,0.00070398,0.00070398,0.00070398
24,111.278,1.41689,1.14595,1.09711,0.02333,1,0.05337,0.02479,1.39328,2.98939,1.12484,0.000725962,0.000725962,0.000725962
25,115.449,1.49619,1.07893,1.08281,0.02333,1,0.12929,0.07528,1.45674,2.84142,1.16691,0.000747152,0.000747152,0.000747152
26,119.876,1.19988,0.93239,1.00555,0.02333,1,0.12929,0.07528,1.45674,2.84142,1.16691,0.00076755,0.00076755,0.00076755
27,125.875,1.36603,1.05654,1.10199,0.02333,1,0.29875,0.14793,1.45624,2.70335,1.15956,0.000787156,0.000787156,0.000787156
28,130.746,1.37267,0.93101,1.0374,0.02333,1,0.29875,0.14793,1.45624,2.70335,1.15956,0.00080597,0.00080597,0.00080597
29,136.31,1.3767,0.93558,0.99753,0.02333,1,0.37868,0.21503,1.29463,2.55952,1.08451,0.000823992,0.000823992,0.000823992
30,141.233,1.40742,1.00631,1.08428,0.02333,1,0.37868,0.21503,1.29463,2.55952,1.08451,0.000841222,0.000841222,0.000841222
31,146.76,1.25187,1.13229,1.04896,0.02333,1,0.87853,0.57958,1.22368,2.54559,1.05802,0.00085766,0.00085766,0.00085766
32,151.53,1.42156,0.92851,1.01868,0.02333,1,0.87853,0.57958,1.22368,2.54559,1.05802,0.000873306,0.000873306,0.000873306
33,157.308,1.62225,1.09707,0.99258,0.02333,1,0.87853,0.57958,1.22368,2.54559,1.05802,0.00088816,0.00088816,0.00088816
34,161.6,1.26988,1.03584,1.05336,0.02333,1,0.56504,0.35449,1.40575,2.62392,1.14021,0.000902222,0.000902222,0.000902222
35,165.319,1.30535,1.03202,1.04469,0.02333,1,0.56504,0.35449,1.40575,2.62392,1.14021,0.000915492,0.000915492,0.000915492
36,169.185,1.30757,0.99999,1.05561,0.39692,0.14139,0.43245,0.30253,1.27797,2.60476,1.0907,0.00092797,0.00092797,0.00092797
37,172.933,1.35669,0.97171,1.01655,0.39692,0.14139,0.43245,0.30253,1.27797,2.60476,1.0907,0.000939656,0.000939656,0.000939656
38,176.774,1.25975,0.89633,0.96359,0.39692,0.14139,0.43245,0.30253,1.27797,2.60476,1.0907,0.00095055,0.00095055,0.00095055
39,180.785,1.30713,0.98379,1.01451,0.17476,0.07143,0.38745,0.26443,1.25818,2.54292,1.07217,0.000960652,0.000960652,0.000960652
40,184.935,1.40146,0.9586,0.99928,0.17476,0.07143,0.38745,0.26443,1.25818,2.54292,1.07217,0.000969962,0.000969962,0.000969962
41,189.704,1.31404,0.94624,1.03416,1,0.22955,0.82234,0.55648,1.33215,2.54211,1.13033,0.00097848,0.00097848,0.00097848
42,193.773,1.236,0.88837,1.00504,1,0.22955,0.82234,0.55648,1.33215,2.54211,1.13033,0.000986206,0.000986206,0.000986206
43,197.643,1.3726,0.87592,0.98957,1,0.22955,0.82234,0.55648,1.33215,2.54211,1.13033,0.00099314,0.00099314,0.00099314
44,201.548,1.18814,0.89092,1.04586,1,0.14242,0.99033,0.67365,1.30132,2.47579,1.11371,0.000999282,0.000999282,0.000999282
45,206.165,1.35094,0.86809,0.95016,1,0.14242,0.99033,0.67365,1.30132,2.47579,1.11371,0.00100463,0.00100463,0.00100463
46,210.207,1.48316,0.96426,0.96862,1,0.14242,0.99033,0.67365,1.30132,2.47579,1.11371,0.00100919,0.00100919,0.00100919
47,215.233,1.37466,0.93992,1.01423,0.46139,1,0.995,0.66337,1.2497,2.44433,1.07595,0.00101296,0.00101296,0.00101296
48,220.026,1.41156,0.99056,0.99866,0.46139,1,0.995,0.66337,1.2497,2.44433,1.07595,0.00101593,0.00101593,0.00101593
49,225.84,1.29051,0.8489,0.96622,0.46139,1,0.995,0.66337,1.2497,2.44433,1.07595,0.00101811,0.00101811,0.00101811
50,230.221,1.44268,0.91472,0.94449,0.02333,1,0.995,0.62213,1.24475,2.31115,1.0721,0.0010195,0.0010195,0.0010195
51,234.623,1.23684,0.8673,0.98125,0.02333,1,0.995,0.62213,1.24475,2.31115,1.0721,0.00101,0.00101,0.00101
52,238.672,1.47034,0.92115,0.98656,0.02333,1,0.995,0.62213,1.24475,2.31115,1.0721,0.0009902,0.0009902,0.0009902
53,242.422,1.12758,0.79084,0.95036,1,0.85058,0.995,0.66614,1.17075,2.09368,1.04648,0.0009704,0.0009704,0.0009704
54,246.337,1.1931,0.8505,0.9749,1,0.85058,0.995,0.66614,1.17075,2.09368,1.04648,0.0009506,0.0009506,0.0009506
55,250.491,1.37054,0.8142,0.96199,1,0.85058,0.995,0.66614,1.17075,2.09368,1.04648,0.0009308,0.0009308,0.0009308
56,255.426,1.25148,0.79124,0.95784,1,0.56704,0.995,0.6269,1.20438,1.95599,1.06701,0.000911,0.000911,0.000911
57,259.534,1.36541,0.85566,1.00576,1,0.56704,0.995,0.6269,1.20438,1.95599,1.06701,0.0008912,0.0008912,0.0008912
58,263.571,1.28193,0.88048,1.01445,1,0.56704,0.995,0.6269,1.20438,1.95599,1.06701,0.0008714,0.0008714,0.0008714
59,267.426,1.3449,0.86006,0.99939,1,0.65438,0.995,0.62889,1.18849,1.89004,1.07193,0.0008516,0.0008516,0.0008516
60,271.071,1.08847,0.90205,1.01032,1,0.65438,0.995,0.62889,1.18849,1.89004,1.07193,0.0008318,0.0008318,0.0008318
61,275.051,1.36545,0.91199,0.9639,1,0.65438,0.995,0.62889,1.18849,1.89004,1.07193,0.000812,0.000812,0.000812
62,279.257,1.28002,0.87733,0.99791,1,0.62998,0.995,0.65573,1.17307,1.92312,1.06051,0.0007922,0.0007922,0.0007922
63,283.48,1.33805,0.87196,0.92489,1,0.62998,0.995,0.65573,1.17307,1.92312,1.06051,0.0007724,0.0007724,0.0007724
64,287.522,1.17086,0.83036,0.94159,1,0.62998,0.995,0.65573,1.17307,1.92312,1.06051,0.0007526,0.0007526,0.0007526
65,291.993,1.27968,0.84918,0.98496,1,0.77431,0.995,0.66475,1.15114,1.72217,1.03637,0.0007328,0.0007328,0.0007328
66,296.611,1.48503,0.89204,0.99423,1,0.77431,0.995,0.66475,1.15114,1.72217,1.03637,0.000713,0.000713,0.000713
67,301.468,1.41017,0.80589,0.94429,1,0.77431,0.995,0.66475,1.15114,1.72217,1.03637,0.0006932,0.0006932,0.0006932
68,307.367,1.13711,0.79766,0.94756,0.99066,1,0.995,0.70204,1.13825,1.45415,1.03124,0.0006734,0.0006734,0.0006734
69,312.448,1.0356,0.7612,0.94773,0.99066,1,0.995,0.70204,1.13825,1.45415,1.03124,0.0006536,0.0006536,0.0006536
70,316.931,1.1767,0.96637,0.95861,0.99066,1,0.995,0.70204,1.13825,1.45415,1.03124,0.0006338,0.0006338,0.0006338
71,321.167,1.18329,0.81222,0.96521,0.97644,1,0.995,0.68113,1.2516,1.29652,1.08124,0.000614,0.000614,0.000614
72,324.907,1.44067,0.98742,0.98978,0.97644,1,0.995,0.68113,1.2516,1.29652,1.08124,0.0005942,0.0005942,0.0005942
73,328.632,1.01633,0.70937,0.93797,0.97644,1,0.995,0.68113,1.2516,1.29652,1.08124,0.0005744,0.0005744,0.0005744
74,332.586,1.13701,0.94293,1.13686,0.98025,1,0.995,0.67188,1.34098,1.25295,1.12978,0.0005546,0.0005546,0.0005546
75,336.964,1.30284,0.85319,0.9487,0.98025,1,0.995,0.67188,1.34098,1.25295,1.12978,0.0005348,0.0005348,0.0005348
76,341.428,1.0016,0.71371,0.94378,0.98025,1,0.995,0.67188,1.34098,1.25295,1.12978,0.000515,0.000515,0.000515
77,345.474,0.93294,0.7338,0.92441,0.98475,1,0.995,0.65315,1.38546,1.17213,1.15343,0.0004952,0.0004952,0.0004952
78,349.064,1.1029,0.74093,0.91226,0.98475,1,0.995,0.65315,1.38546,1.17213,1.15343,0.0004754,0.0004754,0.0004754
79,352.705,1.26425,0.78639,0.95015,0.98475,1,0.995,0.65315,1.38546,1.17213,1.15343,0.0004556,0.0004556,0.0004556
80,356.431,0.99829,0.72982,0.93434,0.98681,1,0.995,0.64863,1.39204,1.05743,1.16514,0.0004358,0.0004358,0.0004358
81,360.2,1.03033,0.76486,0.96122,0.98681,1,0.995,0.64863,1.39204,1.05743,1.16514,0.000416,0.000416,0.000416
82,364.292,1.26628,0.79897,0.93065,0.98681,1,0.995,0.64863,1.39204,1.05743,1.16514,0.0003962,0.0003962,0.0003962
83,369.365,1.21365,0.84113,0.96743,0.99016,1,0.995,0.65025,1.3556,0.93245,1.14762,0.0003764,0.0003764,0.0003764
84,373.611,1.07186,0.70143,0.92451,0.99016,1,0.995,0.65025,1.3556,0.93245,1.14762,0.0003566,0.0003566,0.0003566
85,377.845,1.03219,0.74773,0.93306,0.99016,1,0.995,0.65025,1.3556,0.93245,1.14762,0.0003368,0.0003368,0.0003368
86,382.819,1.0408,0.75563,0.95344,0.99232,1,0.995,0.64359,1.33375,0.87621,1.1359,0.000317,0.000317,0.000317
87,387.232,1.04861,0.72828,0.89375,0.99232,1,0.995,0.64359,1.33375,0.87621,1.1359,0.0002972,0.0002972,0.0002972
88,391.479,1.07793,0.72321,0.9374,0.99232,1,0.995,0.64359,1.33375,0.87621,1.1359,0.0002774,0.0002774,0.0002774
89,395.549,1.03249,0.71198,0.92824,0.99255,1,0.995,0.6628,1.29747,0.83734,1.11432,0.0002576,0.0002576,0.0002576
90,399.757,1.20488,0.79001,0.91168,0.99255,1,0.995,0.6628,1.29747,0.83734,1.11432,0.0002378,0.0002378,0.0002378
91,404.545,1.03674,0.81392,0.90535,0.99255,1,0.995,0.6628,1.29747,0.83734,1.11432,0.000218,0.000218,0.000218
92,408.849,1.02025,0.75902,0.94205,0.9929,1,0.995,0.66968,1.2996,0.82614,1.11148,0.0001982,0.0001982,0.0001982
93,412.72,0.9081,0.73044,0.96169,0.9929,1,0.995,0.66968,1.2996,0.82614,1.11148,0.0001784,0.0001784,0.0001784
94,416.114,0.95494,0.72191,0.92658,0.9929,1,0.995,0.66968,1.2996,0.82614,1.11148,0.0001586,0.0001586,0.0001586
95,419.769,1.05614,0.72313,0.96087,0.99331,1,0.995,0.68266,1.30206,0.81665,1.10889,0.0001388,0.0001388,0.0001388
96,423.572,0.97501,0.73233,0.92238,0.99331,1,0.995,0.68266,1.30206,0.81665,1.10889,0.000119,0.000119,0.000119
97,427.423,0.95271,0.75765,0.93976,0.99331,1,0.995,0.68266,1.30206,0.81665,1.10889,9.92e-05,9.92e-05,9.92e-05
98,431.638,0.92781,0.76108,0.95014,0.99355,1,0.995,0.68266,1.31182,0.80673,1.11047,7.94e-05,7.94e-05,7.94e-05
99,436.555,1.06398,0.73707,0.96688,0.99355,1,0.995,0.68266,1.31182,0.80673,1.11047,5.96e-05,5.96e-05,5.96e-05
100,440.621,0.98779,0.73954,0.90061,0.99355,1,0.995,0.68266,1.31182,0.80673,1.11047,3.98e-05,3.98e-05,3.98e-05
